id,text_id,bunsetsu,text,value
197,12,支払済みまでの,まで,
198,14,平成２７年９月２５日、,平成２７年９月２５日,20150925
199,18,昭和５８年７月１５日に,昭和５８年７月１５日,19830715
200,20,平成２７年１月頃、,平成２７年１月,20150100
201,20,平成２７年１月頃、,頃,
202,25,ことから、,から,
203,25,同年５月２９日、,同年５月２９日,20150100
204,25,標準文字から,から,
205,25,同年１１月６日、,同年１１月６日,20150100
206,33,ことから、,から,
207,33,被告から,から,
208,37,株主から,から,
209,37,ことから、,から,
210,37,同年９月２５日、,同年９月２５日,20150100
211,39,平成２７年１１月３０日付けで、,平成２７年１１月３０日,20151130
212,51,出願日平成１０年１１月３０日,平成１０年１１月３０日,19981130
213,51,平成１９年６月２９日,平成１９年６月２９日,20070629
214,54,出願日平成１０年１１月６日,平成１０年１１月６日,19981106
215,54,平成１９年８月１７日,平成１９年８月１７日,20070817
216,55,出願日平成１４年５月２８日,平成１４年５月２８日,20020528
217,55,優先日平成１３年７月１８日,平成１３年７月１８日,20010718
218,55,平成１９年１２月１４日,平成１９年１２月１４日,20071214
219,58,出願日平成１０年１２月２４日,平成１０年１２月２４日,19981224
220,59,出願日平成１１年１２月２１日,平成１１年１２月２１日,19991221
221,59,優先日平成１０年１２月２４日,平成１０年１２月２４日,19981224
222,59,平成２０年８月１日,平成２０年８月１日,20080801
223,61,出願日平成２９年３月２１日,平成２９年３月２１日,20170321
224,61,平成２９年９月１日,平成２９年９月１日,20170901
225,66,被告代表者から,から,
226,66,ＳＷＣであったのだから、,から,
227,68,ことから、,から,
228,77,充足するから、,から,
229,79,該当するから、,から,
230,82,ものであるから、,から,
231,94,一部であるから、,から,
232,98,ガードリング部分から,から,
233,99,それぞれ該当するから、,から,
234,104,該当しないから、,から,
235,104,できないから、,から,
236,110,ものではないから、,から,
237,113,スキンキャッチャー部分・本体部分・ガードリング部分から,から,
238,117,螺合されるのであるから、,から,
239,121,ものであるから、,から,
240,127,されているから、,から,
241,130,許容していないから、,から,
242,131,ものであるから、,から,
243,131,発明であるから、,から,
244,132,出願経緯からしても、,から,
245,133,開発段階から、,から,
246,133,当初から,から,
247,133,発明者であるから、,から,
248,135,平成１０年５月頃、,平成１０年５月,19980500
249,135,平成１０年５月頃、,頃,
250,135,Ｐ２から、,から,
251,136,同年６月頃、,同年６月,19980500
252,136,同年６月頃、,頃,
253,139,同年８月頃、,同年８月,19980500
254,139,同年８月頃、,頃,
255,140,平成１０年８月頃、,平成１０年８月,19980800
256,140,平成１０年８月頃、,頃,
257,140,最初から,から,
258,141,同年９月頃から,同年９月,19980800
259,141,同年９月頃から,頃,
260,141,同年９月頃から,から,
261,141,１０月頃までに、,１０月,19980800
262,141,１０月頃までに、,頃,
263,141,１０月頃までに、,まで,
264,143,同月頃から,同月,19980800
265,143,同月頃から,頃,
266,143,同月頃から,から,
267,143,同年１２月頃までに、,同年１２月,19980800
268,143,同年１２月頃までに、,頃,
269,143,同年１２月頃までに、,まで,
270,143,同月頃、,同月,19980800
271,143,同月頃、,頃,
272,145,特許登録出願までの,まで,
273,145,間に、,間,
274,146,被告代表者であるから、,から,
275,147,東レから,から,
276,147,呼び出されるまでは、,まで,
277,148,ことからも、,から,
278,150,平成８年以前から、,平成８年,19960000
279,150,平成８年以前から、,以前,
280,150,平成８年以前から、,から,
281,156,平成１０年５月頃から、,平成１０年５月,19980500
282,156,平成１０年５月頃から、,頃,
283,156,平成１０年５月頃から、,から,
284,156,間で,間,
285,156,同年９月頃、,同年９月,19980500
286,156,同年９月頃、,頃,
287,156,Ｐ２から,から,
288,163,平成１０年１１月２０日付けの,平成１０年１１月２０日,19981120
289,164,ことから、,から,
290,167,アムテックスから,から,
291,168,第三者から,から,
292,170,アムテックスから,から,
293,171,当初から,から,
294,173,平成３０年１月に,平成３０年１月,20180100
295,173,補助参加人から,から,
296,173,平成２９年４月に,平成２９年４月,20170400
297,173,ものであるから、,から,
298,174,なかったからといって、,から,
299,175,定められているから、,から,
300,177,原告会社設立までに,まで,
301,178,関係から,から,
302,178,平成３０年４月から,平成３０年４月,20180400
303,178,平成３０年４月から,から,
304,178,令和４年５月３１日までの,令和４年５月３１日,20220531
305,178,令和４年５月３１日までの,まで,
306,178,武新から,から,
307,178,納入実績からすれば、,から,
308,180,乗るまでの,まで,
309,181,原告会社設立までの,まで,
310,181,原告らからも,から,
311,181,されていないから,から,
312,182,ものであるから、,から,
313,183,穴吹工務店から,から,
314,184,乗るまでの,まで,
315,184,販売準備活動費用まで,まで,
316,185,令和４年７月８日付け,令和４年７月８日,20220708
317,185,平成３０年６月２９日までに,平成３０年６月２９日,20180629
318,185,平成３０年６月２９日までに,まで,
319,187,平成３０年５月の,平成３０年５月,20180500
320,187,約１年前から、,から,
321,187,間で,間,
322,188,同年７月まで、,同年７月,20180500
323,188,同年７月まで、,まで,
324,195,平成２９年１月、,平成２９年１月,20170100
325,198,平成２９年４月、,平成２９年４月,20170400
326,201,平成３０年４月、,平成３０年４月,20180400
327,203,平成３０年９月、,平成３０年９月,20180900
328,203,以降、,以降,
329,203,関係者からの,から,
330,205,話であるから、,から,
331,208,なっているから、,から,
332,210,、本件契約以前から、,以前,
333,210,、本件契約以前から、,から,
334,210,間でも,間,
335,210,被告から,から,
336,210,ことからすれば、,から,
337,211,ないから、,から,
338,212,有していたのであるから、,から,
339,214,記載されているのであるから、,から,
340,214,明らかであるから、,から,
341,218,補助参加人から,から,
342,218,補助参加人から,から,
343,218,第三者から,から,
344,219,第三者から,から,
345,219,規定しているから、,から,
346,219,第三者から,から,
347,220,義務であるから、,から,
348,220,反してまで,まで,
349,221,補助参加人から,から,
350,221,以降の,以降,
351,223,平成２４年５月に、,平成２４年５月,20120500
352,227,平成２８年１１月ないし１２月頃、,平成２８年１１月,20161100
353,227,平成２８年１１月ないし１２月頃、,１２月,20120500
354,227,平成２８年１１月ないし１２月頃、,頃,
355,227,補助参加人から,から,
356,231,平成２８年１２月頃、,平成２８年１２月,20161200
357,231,平成２８年１２月頃、,頃,
358,231,間で、,間,
359,232,平成２８年１２月１４日、,平成２８年１２月１４日,20161214
360,232,Ｐ２から、,から,
361,234,同月２８日、,同月２８日,20161214
362,235,同日、,同日,20161214
363,237,平成２９年１月２７日、,平成２９年１月２７日,20170127
364,239,平成２９年２月７日、,平成２９年２月７日,20170207
365,242,同月１３日、,同月１３日,20170207
366,244,同月２１日、,同月２１日,20170207
367,246,平成２９年３月２１日、,平成２９年３月２１日,20170321
368,248,平成２９年４月５日、,平成２９年４月５日,20170405
369,248,間の,間,
370,249,平成１０年１１月１３日に,平成１０年１１月１３日,19981113
371,249,東レから,から,
372,250,アムテックスから,から,
373,251,解決するまでの,まで,
374,251,間,間,
375,253,平成２９年７月１４日、,平成２９年７月１４日,20170714
376,253,長谷工から、,から,
377,253,原告会社から,から,
378,253,平成２９年上期以降の,平成２９年,20170000
379,253,平成２９年上期以降の,以降,
380,255,同月２４日、,同月２４日,20170000
381,255,長谷工から、,から,
382,255,本採用決定に至るまで,まで,
383,255,同月２６日、,同月２６日,20170000
384,257,平成２９年８月２日、,平成２９年８月２日,20170802
385,257,同月３１日までに,同月３１日,20170802
386,257,同月３１日までに,まで,
387,259,平成２９年９月１日、,平成２９年９月１日,20170901
388,261,平成３０年１月頃、,平成３０年１月,20180100
389,261,平成３０年１月頃、,頃,
390,261,補助参加人から,から,
391,261,間で,間,
392,264,平成３０年１月３０日、,平成３０年１月３０日,20180130
393,266,同年２月９日、,同年２月９日,20180130
394,268,平成３０年２月１４日、,平成３０年２月１４日,20180214
395,268,同月１３日に,同月１３日,20180214
396,269,同月２６日、,同月２６日,20180214
397,271,同年３月末日までに、,同年３月,20180214
398,271,同年３月末日までに、,まで,
399,271,原告会社から,から,
400,273,平成３１年４月２６日、,平成３１年４月２６日,20190426
401,275,平成２８年１１月ないし１２月頃、,平成２８年１１月,20161100
402,275,平成２８年１１月ないし１２月頃、,１２月,20190426
403,275,平成２８年１１月ないし１２月頃、,頃,
404,275,補助参加人から,から,
405,275,ことから、,から,
406,275,同年１２月１４日には、,同年１２月１４日,20190426
407,275,Ｐ２から,から,
408,275,平成２９年４月５日に,平成２９年４月５日,20170405
409,275,平成２９年７月頃までに、,平成２９年７月,20170700
410,275,平成２９年７月頃までに、,頃,
411,275,平成２９年７月頃までに、,まで,
412,275,それ以降も、,以降,
413,278,、平成２９年４月頃までの,平成２９年４月,20170400
414,278,、平成２９年４月頃までの,頃,
415,278,、平成２９年４月頃までの,まで,
416,278,それ以降については、,以降,
417,279,時期以降に,以降,
418,279,東レから,から,
419,279,ことからすれば、,から,
420,279,補助参加人から,から,
421,279,平成２８年１１月頃から,平成２８年１１月,20161100
422,279,平成２８年１１月頃から,頃,
423,279,平成２８年１１月頃から,から,
424,279,平成３０年３月までの,平成３０年３月,20180300
425,279,平成３０年３月までの,まで,
426,279,間において、,間,
427,285,補助参加人からの,から,
428,286,中止したからといって、,から,
429,287,判断したから、,から,
430,287,平成３０年に,平成３０年,20180000
431,287,それまでの,まで,
432,287,ことから、,から,
433,287,いうのであるから、,から,
434,287,同年４月以降に,同年４月,20180000
435,287,同年４月以降に,以降,
436,289,平成１０年１１月２６日に、,平成１０年１１月２６日,19981126
437,289,同日以前に,同日,19981126
438,289,同日以前に,以前,
439,291,ものであるから、,から,
440,292,アムテックスから,から,
441,292,補助参加人からの,から,
442,296,弁理士からの,から,
443,296,平成２９年４月５日に,平成２９年４月５日,20170405
444,296,補助参加人から,から,
445,296,意向であったのであるから、,から,
446,297,アムテックスから,から,
447,297,アムテックスから,から,
448,297,採用されないのであるから、,から,
449,297,平成２９年４月５日当時、,平成２９年４月５日,20170405
450,299,間に,間,
451,299,平成２８年１１月以降に,平成２８年１１月,20161100
452,299,平成２８年１１月以降に,以降,
453,301,東レ側からの,から,
454,301,ものであるから、,から,
455,301,ことから,から,
456,301,ことからすると、,から,
457,302,検討するまでもなく、,まで,
458,303,平成２７年１１月３０日に,平成２７年１１月３０日,20151130
459,303,ものであるから、,から,
460,307,ものであるから、,から,
461,308,本件契約締結前から、,から,
462,308,至ったのであるから、,から,
463,309,わけでもないから、,から,
464,310,これまでに,まで,
465,311,原告会社設立までに,まで,
466,311,間の,間,
467,311,明らかであるから、,から,
468,312,アムテックスから,から,
469,313,安かったからであり、,から,
470,313,アムテックスから,から,
471,313,加算されるからであると,から,
472,313,いうのであるから、,から,
473,315,ことから、,から,
474,315,穴吹工務店から、,から,
475,317,終了するまでの,まで,
476,317,できないから、,から,
477,321,平成３０年８月１日、,平成３０年８月１日,20180801
478,323,間で,間,
479,323,ないから、,から,
480,324,定かではないから、,から,
481,326,被告代表者から,から,
482,327,間での,間,
483,327,間で,間,
484,329,検討するまでもなく、,まで,
